name,country,visibility,difficulty,mentions,volume,volume_trend,intents
Fogões e cooktops brancos,br,40,60,7,1290,63;97;100;88;83;82;82;92;82;82;79;79,task:3;informational:56;navigational:5;commercial:25;transactional:11
Evaporadores de Geladeira,br,40,80,5,1201,31;40;40;37;48;48;33;75;66;100;92;100,task:5;informational:63;navigational:4;commercial:20;transactional:8
Lavadoras que transbordam,br,40,81,4,1149,62;62;63;72;72;72;72;74;66;71;88;100,task:9;informational:73;navigational:4;commercial:4;transactional:10
Portas de Geladeira,br,40,40,8,828,60;45;100;97;97;89;87;48;48;51;45;85,task:5;informational:63;navigational:5;commercial:13;transactional:14
Lavadoras Consul 10kg,br,40,54,5,691,88;99;100;56;75;70;72;98;52;53;51;53,task:2;informational:57;navigational:15;commercial:18;transactional:8
Ventiladores para Freezer,br,40,50,6,674,31;41;43;30;44;45;46;100;54;53;53;55,task:2;informational:64;navigational:5;commercial:20;transactional:9
Refrigeração e Peças Refrilar,br,40,24,5,305,46;50;53;54;53;53;53;54;53;47;47;100,task:3;informational:29;navigational:41;commercial:22;transactional:5
Fogões Novo Mundo,br,40,33,8,288,10;24;31;20;19;24;19;100;68;20;19;20,task:1;informational:24;navigational:47;commercial:11;transactional:17
Secadoras de roupas no Brasil,br,39,75,52,49370,45;47;50;59;68;68;68;100;73;73;73;73,task:8;informational:42;navigational:6;commercial:35;transactional:9
Geladeiras: transporte e ligar após mudança,br,39,55,16,24700,91;94;93;100;100;100;100;96;98;98;98;98,task:10;informational:71;navigational:5;commercial:10;transactional:4
Lavadoras e Lava-Louças Hisense,br,39,50,6,11699,12;19;21;30;87;89;89;96;100;100;99;100,task:2;informational:60;navigational:10;commercial:17;transactional:11
Coifas de ilha para fogão 5 bocas,br,39,31,9,7469,74;85;91;97;98;100;100;85;92;92;92;91,task:2;informational:24;navigational:8;commercial:53;transactional:13
Geladeiras Midea 425 litros,br,39,62,4,4534,14;18;18;19;89;91;93;82;84;100;95;83,task:2;informational:43;navigational:5;commercial:38;transactional:12
Geladeiras Consul Inverse com Freezer embaixo,br,39,85,4,4031,56;63;65;98;99;100;100;99;34;33;33;33,task:2;informational:47;navigational:11;commercial:20;transactional:20
Assistência técnica Lava e Seca (Brasil),br,39,85,5,2907,58;77;76;74;88;93;94;93;100;100;100;99,task:10;informational:41;navigational:22;commercial:15;transactional:12
Máquinas de lavar 8kg,br,39,59,6,2720,61;73;77;39;42;44;45;100;66;72;60;60,task:4;informational:42;navigational:1;commercial:43;transactional:10
Secadoras 11kg STL11 e Similares,br,39,53,5,1252,43;83;79;57;56;46;45;76;85;100;76;83,task:5;informational:44;navigational:12;commercial:27;transactional:12
Motores e Compressores Consul para Geladeiras,br,39,43,5,1072,40;48;42;57;63;65;71;100;65;65;67;68,task:2;informational:48;navigational:10;commercial:22;transactional:18
Geladeiras compactas para apartamento,br,39,69,5,1029,22;86;92;88;91;94;93;79;100;70;69;72,task:3;informational:63;navigational:5;commercial:21;transactional:8
Geladeiras 300 litros no Brasil,br,39,56,8,894,10;31;46;31;30;29;39;67;40;100;84;82,task:10;informational:34;navigational:4;commercial:35;transactional:17
Geladeiras Pretas Frost Free,br,39,61,12,695,40;61;73;97;96;89;85;96;63;100;86;82,task:2;informational:57;navigational:2;commercial:25;transactional:14
Máquinas de lavar Ferreira Costa,br,39,63,13,613,5;37;41;17;15;17;17;100;66;39;30;34,informational:28;navigational:48;commercial:8;transactional:16
OLX móveis e eletrodomésticos em Recife e região,br,39,78,3,478,37;42;100;76;76;39;39;39;39;49;47;47,task:2;informational:10;navigational:66;commercial:8;transactional:14
Fogão de Embutir: Instalação e Acessórios,br,39,82,4,342,47;83;98;89;85;67;68;90;87;100;88;99,task:3;informational:74;navigational:5;commercial:14;transactional:4
Forno e micro-ondas embutidos,br,38,55,19,29573,79;81;40;49;73;73;73;100;87;87;87;87,task:2;informational:52;navigational:4;commercial:33;transactional:9
Lavadoras de 18kg Panasonic e Electrolux,br,38,64,10,12143,78;86;43;60;89;90;90;94;100;100;100;100,task:8;informational:47;navigational:2;commercial:31;transactional:12
Borrachas de Geladeira (Electrolux/Brastemp),br,38,54,7,8780,16;22;22;28;51;52;52;94;100;100;100;100,task:2;informational:49;navigational:5;commercial:26;transactional:18
Geladeiras em aço inox,br,38,63,7,6792,20;29;29;34;99;100;100;73;77;77;77;77,task:3;informational:54;navigational:4;commercial:35;transactional:4
Embraco: Compressores e motores de geladeira,br,38,25,7,4522,85;48;50;74;95;99;100;93;97;97;100;100,task:2;informational:56;navigational:16;commercial:15;transactional:11
Geladeiras Electrolux IB55 488L,br,38,44,5,3693,73;93;59;54;70;64;64;56;62;65;70;100,task:2;informational:57;navigational:10;commercial:21;transactional:10
Lava-louças com função de higienizar,br,38,61,6,3674,24;33;43;72;78;74;74;100;72;73;84;85,task:2;informational:63;navigational:5;commercial:22;transactional:8
Capas para Máquina de Lavar,br,38,62,9,3122,68;96;99;95;90;96;98;94;100;100;100;100,task:3;informational:56;navigational:8;commercial:24;transactional:9
Códigos de erro de lava e seca,br,38,55,6,2991,88;92;100;94;88;88;89;85;88;88;89;89,task:2;informational:76;navigational:5;commercial:8;transactional:9
Capas para Máquinas de Lavar,br,38,44,14,2360,67;96;98;91;90;96;99;92;100;100;100;99,task:3;informational:47;navigational:8;commercial:27;transactional:15
Fogões Fischer Embutidos,br,38,46,6,2277,75;89;88;55;54;56;57;44;70;72;87;100,task:2;informational:28;navigational:38;commercial:22;transactional:10
Geladeiras 440 litros,br,38,49,13,1018,25;60;69;50;49;34;37;100;37;41;46;73,task:3;informational:40;navigational:6;commercial:30;transactional:21
Bemol: promoções e eletrodomésticos,br,38,47,4,923,40;54;62;51;48;49;49;100;71;71;66;70,task:2;informational:40;navigational:30;commercial:14;transactional:14
Panasonic Fogões e Cooktops,br,38,50,5,891,38;57;60;56;51;55;55;80;83;100;61;62,task:3;informational:33;navigational:32;commercial:23;transactional:9
Vertical Freezers 220V/127V,br,38,80,5,699,51;74;75;73;63;77;67;61;73;78;93;100,task:3;informational:51;navigational:4;commercial:38;transactional:4
Geladeiras e freezers 230 litros,br,38,63,5,615,8;22;28;16;26;36;14;100;82;52;44;42,task:3;informational:49;navigational:4;commercial:29;transactional:15
Reparos de Refrigeração,br,38,28,7,568,58;79;80;77;85;95;75;84;100;100;89;89,task:17;informational:40;navigational:19;commercial:8;transactional:16
Praxis Eletrodomésticos,br,38,45,3,533,70;58;59;100;94;83;78;91;82;59;58;72,task:5;informational:48;navigational:23;commercial:13;transactional:11
Fogões embutidos em bancada de mármore,br,38,63,5,519,86;97;100;62;66;66;63;64;59;69;64;91,task:5;informational:49;navigational:2;commercial:36;transactional:8
Microondas 25 litros,br,38,70,5,483,57;85;100;80;100;72;69;80;76;72;77;78,task:7;informational:40;navigational:4;commercial:38;transactional:11
Geladeiras Frost Free Brasil,br,38,64,13,422,34;91;87;71;67;48;43;100;34;34;28;34,task:2;informational:39;navigational:12;commercial:31;transactional:16
Conserto de Geladeiras em Florianópolis e Palhoça,br,38,38,8,149,44;63;58;51;64;63;66;93;100;84;72;83,task:3;informational:22;navigational:33;commercial:37;transactional:5
Relés e protetores térmicos para geladeiras,br,37,54,21,27756,15;19;29;56;79;79;79;99;100;100;100;100,task:10;informational:54;navigational:5;commercial:23;transactional:8
Geladeiras 2 portas e side by side,br,37,72,11,14122,54;60;71;84;88;88;88;100;95;95;95;95,task:2;informational:54;navigational:2;commercial:32;transactional:10
Geladeiras Vazando Água,br,37,58,11,8859,98;100;100;99;93;94;94;96;92;92;92;92,task:5;informational:76;navigational:5;commercial:5;transactional:9
Fogões de Indução 5 Bocas,br,37,46,5,5452,39;22;26;28;29;29;29;92;87;87;94;100,task:8;informational:56;navigational:7;commercial:16;transactional:13
Geladeiras Panasonic 387L,br,37,76,4,3610,86;98;100;51;47;50;51;56;56;56;55;56,task:2;informational:60;navigational:10;commercial:18;transactional:10
Fogões Samsung,br,37,64,4,2389,41;78;88;72;60;60;61;58;67;81;98;100,task:3;informational:36;navigational:21;commercial:16;transactional:24
Geladeiras Consul 400 litros,br,37,52,5,2133,11;21;27;20;31;22;37;19;15;33;41;100,task:3;informational:45;navigational:4;commercial:36;transactional:12
Geladeiras Samsung RS52 490L,br,37,74,3,1905,6;42;50;41;42;41;30;100;49;83;65;82,task:2;informational:44;navigational:9;commercial:34;transactional:11
Whirlpool Brasil: Vagas e Contatos,br,37,30,16,1846,42;54;59;56;63;75;67;100;85;85;60;61,task:2;informational:36;navigational:34;commercial:20;transactional:8
Beko Ev Aletleri,br,37,30,5,1482,71;96;100;99;76;76;76;94;78;96;92;93,informational:32;navigational:55;commercial:9;transactional:4
Lava-louças Panasonic,br,37,47,6,1293,68;79;83;79;77;86;85;100;54;82;68;94,task:5;informational:61;navigational:10;commercial:16;transactional:8
Eletrodomésticos Bertazzoni,br,37,16,4,1175,88;99;100;100;53;56;54;57;60;60;62;62,task:5;informational:40;navigational:10;commercial:18;transactional:27
Micro-ondas Oster,br,37,48,5,980,19;22;22;21;21;49;34;22;22;46;95;100,task:3;informational:31;navigational:41;commercial:10;transactional:15
Máquinas de lavar Zema,br,37,51,4,964,13;14;15;27;27;25;22;27;21;24;21;100,task:4;informational:33;navigational:30;commercial:11;transactional:22
Forno de Embutir Mueller,br,37,60,3,856,42;56;55;55;64;68;63;65;81;100;78;79,task:3;informational:35;navigational:35;commercial:15;transactional:12
Lavadoras de roupas,br,37,60,9,774,36;74;82;68;41;51;53;41;64;84;56;100,task:7;informational:37;navigational:10;commercial:18;transactional:28
Geladeiras Midea 347 litros,br,37,68,3,599,52;32;30;30;33;38;38;100;67;63;41;43,task:2;informational:46;navigational:5;commercial:25;transactional:22
Fogões 5 bocas com grill,br,37,68,5,584,89;99;100;55;41;41;43;37;28;29;28;30,task:5;informational:59;navigational:2;commercial:26;transactional:8
Fogões Colombo,br,37,54,6,521,38;52;54;48;47;51;50;100;68;86;57;64,task:3;informational:26;navigational:39;commercial:11;transactional:21
Painel/placa de máquinas de lavar Consul 10–11 kg,br,37,29,6,476,80;93;96;93;88;87;100;64;58;79;76;69,task:5;informational:19;navigational:10;commercial:18;transactional:48
Freezers verticais Frost Free 234 litros,br,37,42,6,380,17;33;57;41;49;46;34;100;84;95;37;46,task:7;informational:39;navigational:6;commercial:31;transactional:17
Fogões 4 Bocas no Magazine Luiza,br,37,60,9,283,39;53;100;79;78;48;46;49;44;44;45;52,task:3;informational:22;navigational:42;commercial:12;transactional:21
Freezers verticais usados no OLX,br,37,74,4,260,33;50;59;45;50;46;43;100;75;52;48;52,task:3;informational:16;navigational:64;commercial:7;transactional:10
Peletro Refrigeração Brasil,br,37,45,3,221,40;47;49;78;78;100;80;78;68;48;48;48,task:3;informational:30;navigational:44;commercial:19;transactional:4
Brasfrio Refrigeração,br,37,26,3,137,65;70;73;72;72;100;96;76;76;76;77;76,task:3;informational:39;navigational:34;commercial:20;transactional:4
Mangueiras para Máquina de Lavar,br,36,48,12,31780,31;15;17;40;51;51;51;100;97;97;97;97,task:3;informational:37;navigational:4;commercial:29;transactional:27
Cooktops inox 5 bocas,br,36,41,14,13779,49;53;66;73;99;100;100;84;79;79;79;79,task:2;informational:55;navigational:4;commercial:32;transactional:7
Geladeiras e Freezers,br,36,34,9,13701,18;23;24;44;80;81;81;90;100;100;100;100,task:6;informational:69;navigational:4;commercial:16;transactional:5
Geladeiras 450 litros,br,36,43,9,10298,79;89;91;87;83;84;84;82;99;100;99;100,task:5;informational:39;navigational:4;commercial:42;transactional:10
Ventiladores de Geladeira,br,36,51,8,4203,74;41;50;59;89;92;93;100;99;99;100;99,task:5;informational:60;navigational:5;commercial:15;transactional:15
Filtros para depuradores de cozinha,br,36,38,8,3532,35;51;52;70;78;82;80;73;100;100;100;100,task:5;informational:58;navigational:3;commercial:21;transactional:13
Micro-ondas 31 litros Electrolux MI41S,br,36,74,4,3393,86;100;100;56;55;58;59;53;56;55;55;55,task:3;informational:53;navigational:14;commercial:22;transactional:8
Geladeiras Esquentando: Guia de Suporte,br,36,89,4,3199,93;96;95;91;92;93;93;99;100;100;100;100,task:2;informational:83;navigational:5;commercial:5;transactional:5
Geladeiras com Condensação,br,36,76,4,2375,59;73;75;73;65;61;60;67;57;57;95;100,task:8;informational:67;navigational:5;commercial:15;transactional:5
Fogões Bosch 4 e 5 bocas,br,36,46,7,1895,84;98;100;96;43;47;48;54;63;80;60;58,task:2;informational:46;navigational:4;commercial:39;transactional:9
Speed Queen Washers,br,36,48,3,1874,45;50;89;89;94;95;96;100;97;98;95;96,task:5;informational:50;navigational:17;commercial:12;transactional:16
Fogões Cooktop Mueller 4 Bocas,br,36,51,3,1415,46;100;100;90;67;71;71;76;71;71;72;72,task:7;informational:44;navigational:4;commercial:28;transactional:17
Geladeiras de 60–75 cm de largura,br,36,54,12,1293,13;59;65;25;25;18;31;100;65;92;86;97,task:2;informational:45;navigational:4;commercial:40;transactional:9
Geladeiras com gavetas,br,36,67,7,1259,24;68;68;60;59;36;36;80;98;71;74;100,task:7;informational:61;navigational:2;commercial:23;transactional:7
Geladeira Electrolux DF35A,br,36,84,3,1141,40;41;41;49;49;55;55;100;88;98;88;90,task:2;informational:59;navigational:15;commercial:14;transactional:10
Fogões Fischer 4 Bocas,br,36,63,3,892,74;94;100;91;83;84;84;75;86;89;82;83,task:3;informational:29;navigational:5;commercial:30;transactional:33
Geladeiras Electrolux TF55S,br,36,44,4,757,26;95;100;90;82;68;61;54;61;72;59;64,task:1;informational:39;navigational:38;commercial:12;transactional:10
Gaseificadores de água com gás,br,36,26,4,712,38;51;51;50;61;62;54;100;59;54;54;56,task:5;informational:46;navigational:11;commercial:21;transactional:17
Micro-ondas Philco 26L,br,36,64,4,550,41;47;49;46;100;89;72;42;30;50;34;40,task:3;informational:53;navigational:14;commercial:22;transactional:8
Fogões Mueller Decorato 5 Bocas,br,36,38,4,505,25;45;53;47;69;68;65;100;88;46;40;47,task:7;informational:33;navigational:21;commercial:25;transactional:14
Fogões Consul 5 Bocas Inox,br,36,53,3,475,34;47;48;45;35;44;80;100;43;50;40;57,task:3;informational:36;navigational:32;commercial:12;transactional:17
Fogões Bemol,br,36,63,6,371,63;84;89;80;97;75;75;94;91;100;97;90,task:7;informational:31;navigational:29;commercial:11;transactional:22
Adegas para Apartamento,br,36,72,6,354,95;100;68;73;80;78;78;97;85;91;86;95,task:8;informational:70;navigational:2;commercial:18;transactional:2
Fogões Atlas,br,35,38,8,7015,38;50;37;37;87;90;88;100;99;99;99;99,task:2;informational:44;navigational:21;commercial:24;transactional:9
Freezers verticais Consul,br,35,53,7,5560,77;91;100;99;83;84;85;88;92;93;92;92,task:3;informational:55;navigational:19;commercial:14;transactional:9
Ventiladores de Geladeira Electrolux,br,35,77,3,5032,32;38;34;41;80;80;80;100;94;95;96;99,informational:54;navigational:5;commercial:25;transactional:16
Medidas de Micro-ondas,br,35,78,6,3102,20;24;37;61;70;73;73;99;100;100;100;100,task:8;informational:64;navigational:4;commercial:20;transactional:4
Geladeiras Samsung Twin Cooling Plus,br,35,49,4,2514,11;40;52;41;48;39;31;100;71;66;88;83,task:3;informational:54;navigational:15;commercial:9;transactional:19
Fornos Venax embutidos,br,35,60,3,2217,89;100;100;56;81;84;84;83;91;98;85;85,task:2;informational:49;navigational:15;commercial:16;transactional:18
Instalação e Nicho de Lava-Louças,br,35,86,3,2094,89;93;98;89;76;77;76;66;76;77;95;100,task:2;informational:76;navigational:5;commercial:8;transactional:9
Lavadoras Consul 13kg,br,35,81,3,1981,56;68;69;74;77;78;79;100;66;60;60;60,informational:34;navigational:30;commercial:20;transactional:16
Indução Electrolux IE80P: Cooktops e Fogões,br,35,74,3,1669,81;100;79;92;96;98;98;76;70;74;72;78,task:2;informational:47;navigational:30;commercial:15;transactional:6
Geladeiras Electrolux 382 litros,br,35,62,3,1578,28;45;55;47;50;46;37;100;77;93;77;94,task:7;informational:39;navigational:15;commercial:29;transactional:10
Fogões Espelhados,br,35,40,7,1434,27;40;47;41;37;39;40;65;58;59;91;100,task:7;informational:51;navigational:4;commercial:27;transactional:11
Geladeiras 470 litros,br,35,48,10,1345,19;62;69;50;48;37;37;100;50;57;49;85,task:7;informational:39;navigational:4;commercial:32;transactional:18
Máquinas de lavar Midea 15kg,br,35,59,3,1290,35;58;63;56;67;58;70;73;60;100;89;86,informational:26;navigational:17;commercial:15;transactional:42
Lavadora Consul 15kg (CWH15AB),br,35,69,3,1071,14;30;35;26;25;44;45;35;28;100;87;63,task:2;informational:39;navigational:31;commercial:21;transactional:7
Geladeiras na Angeloni,br,35,55,12,1060,19;77;82;70;33;29;38;100;70;80;73;93,informational:33;navigational:34;commercial:14;transactional:19
Geladeiras GE Profile Side by Side,br,35,57,3,914,48;51;53;46;46;58;56;82;50;86;89;100,task:4;informational:64;navigational:6;commercial:23;transactional:3
Refrigeradores e Freezers 600 litros,br,35,48,10,894,12;59;100;66;49;37;33;94;46;39;56;84,task:5;informational:45;navigational:11;commercial:33;transactional:6
Fogões/Cooktops Fischer Platinium,br,35,45,3,890,88;100;82;79;92;94;85;100;100;100;80;80,task:2;informational:47;navigational:25;commercial:12;transactional:14
Freezers com gavetas,br,35,78,5,839,45;67;68;65;64;66;66;68;90;100;68;68,task:3;informational:53;navigational:4;commercial:31;transactional:9
Lavadoras Mueller Popmatic 8kg,br,35,37,3,804,2;4;5;25;29;42;33;100;99;74;53;52,task:10;informational:57;navigational:5;commercial:18;transactional:10
Porta e cestos de talheres para lava-louças,br,35,43,15,785,16;24;25;25;32;34;30;64;52;86;77;100,task:7;informational:36;navigational:11;commercial:32;transactional:14
Fogões Electrolux 76GS com 5 bocas,br,35,63,3,715,11;12;12;16;45;58;54;100;70;89;86;86,task:3;informational:72;navigational:2;commercial:12;transactional:11
Geladeiras até 2500 reais,br,35,76,5,703,16;62;78;72;63;60;77;100;80;66;65;69,task:5;informational:29;navigational:1;commercial:56;transactional:9
Lavadoras Consul 14 kg,br,35,82,2,561,25;36;35;32;49;53;39;37;90;100;46;50,task:3;informational:24;navigational:31;commercial:29;transactional:13
Casas Bahia em Barueri,br,35,77,2,509,13;14;15;14;14;31;48;63;47;100;86;55,task:3;informational:15;navigational:58;commercial:5;transactional:19
Eletrovel: Serviços e Peças para Eletrodomésticos,br,35,44,4,507,29;42;43;43;34;98;76;36;38;38;38;100,task:3;informational:51;navigational:18;commercial:16;transactional:12
Refrigeração Barni Joinville,br,35,37,6,322,30;98;100;89;87;31;31;43;43;44;40;39,task:3;informational:27;navigational:48;commercial:8;transactional:14
Forno de Embutir Electrolux 73 L,br,35,77,2,317,13;15;14;13;35;27;47;100;84;54;46;34,task:3;informational:73;navigational:5;commercial:12;transactional:7
Freezers Artico,br,35,56,2,275,37;51;51;48;68;77;100;49;39;41;52;52,task:1;informational:53;navigational:18;commercial:22;transactional:6
Frigobar Midea Retrô,br,35,83,2,268,34;52;56;48;66;100;73;40;43;42;46;49,task:1;informational:45;navigational:20;commercial:20;transactional:14
Duporto Refrigeração e Indústria Alimentícia,br,35,40,3,224,16;18;18;17;17;17;18;18;19;100;87;19,task:1;informational:18;navigational:62;commercial:8;transactional:11
Magazine Luiza em Viamão e Santa Isabel,br,35,94,2,161,78;82;83;88;76;80;76;100;93;75;77;84,task:1;informational:28;navigational:38;commercial:31;transactional:2
Motores de Geladeira,br,34,34,9,27302,18;22;25;36;98;98;98;100;99;99;99;99,task:2;informational:64;navigational:5;commercial:19;transactional:10
Lavadoras Midea 13kg,br,34,63,5,15305,19;27;29;33;100;100;100;100;83;83;82;82,task:2;informational:48;navigational:5;commercial:27;transactional:18
Geladeiras Bosch,br,34,41,5,14193,27;30;32;70;79;80;82;99;100;100;100;100,task:2;informational:62;navigational:8;commercial:21;transactional:7
Termostatos de Geladeira Consul,br,34,33,5,8195,22;27;26;43;99;100;100;98;99;99;99;99,informational:65;navigational:5;commercial:20;transactional:10
Geladeiras com portas reversíveis,br,34,42,8,6626,29;36;33;49;93;93;93;97;100;100;100;100,task:5;informational:69;navigational:4;commercial:20;transactional:2
Geladeiras no Mercado Livre,br,34,74,13,4139,87;98;100;54;69;71;71;52;56;56;56;56,task:1;informational:24;navigational:37;commercial:12;transactional:26
Finish Lava Louças e Powerball,br,34,82,4,4016,67;87;92;93;92;95;96;97;99;99;100;100,task:3;informational:62;navigational:7;commercial:18;transactional:10
Refrigeradores e freezers de 300 litros,br,34,47,4,2082,83;99;100;96;93;96;98;94;52;55;53;51,task:2;informational:50;navigational:4;commercial:27;transactional:17
Compre Certo Brasil,br,34,37,6,1622,100;59;61;57;69;67;62;60;66;65;65;64,task:8;informational:12;navigational:23;commercial:10;transactional:47
Geladeiras Samsung RL4353 e Barosa,br,34,46,5,1485,8;70;71;52;49;33;29;92;46;100;83;65,task:2;informational:66;navigational:5;commercial:18;transactional:9
Geladeiras TCL,br,34,65,4,1325,28;62;70;51;51;45;40;100;71;84;68;76,task:3;informational:59;navigational:13;commercial:13;transactional:12
Geladeiras Philco French Door,br,34,57,3,1259,15;24;25;50;28;39;36;84;53;73;59;100,task:10;informational:40;navigational:7;commercial:24;transactional:19
Geladeiras com Filtro de Água,br,34,47,11,1182,40;75;77;58;64;57;54;35;36;70;84;100,task:3;informational:67;navigational:5;commercial:15;transactional:10
Fornos Elétricos Venâncio,br,34,48,2,891,92;100;100;48;47;52;52;58;60;62;53;52,task:2;informational:40;navigational:19;commercial:30;transactional:9
Coifas e depuradores Consul,br,34,71,3,869,70;90;100;49;50;50;50;51;64;68;64;69,task:2;informational:40;navigational:29;commercial:13;transactional:16
Cooktop Fischer Infinity 4 Bocas,br,34,44,4,838,9;16;21;15;38;43;28;47;39;100;83;89,informational:32;navigational:31;commercial:21;transactional:16
Geladeiras Consul 405 litros Frost Free,br,34,85,2,687,39;51;46;37;54;45;37;42;34;100;59;70,task:5;informational:60;navigational:5;commercial:17;transactional:13
Conserto de geladeiras e fogões na Zona Norte,br,34,43,4,500,10;9;11;14;17;12;12;28;21;13;12;100,task:1;informational:12;navigational:2;commercial:33;transactional:52
Fornos Atlas Embutidos,br,34,54,3,452,36;38;39;38;74;38;38;48;46;76;69;100,task:5;informational:35;navigational:35;commercial:19;transactional:6
Fornos Elétricos Colombo,br,34,36,8,452,56;71;74;65;79;73;67;80;56;100;94;100,task:2;informational:27;navigational:39;commercial:7;transactional:25
Cooktops Electrolux 4 Bocas,br,34,49,3,407,9;50;61;15;23;22;38;100;86;26;23;37,task:3;informational:52;navigational:11;commercial:30;transactional:4
Fogões e Cooktops no Magazine Luiza,br,34,52,9,343,65;89;93;88;78;100;86;81;77;77;79;81,task:7;informational:16;navigational:26;commercial:21;transactional:30
Fogões e Cooktops 4 Bocas Inox,br,34,48,3,339,38;59;67;50;73;61;53;98;87;100;89;76,informational:38;navigational:4;commercial:27;transactional:31
Lavadoras Gazin,br,34,46,3,311,16;53;62;39;36;32;28;100;61;83;67;55,task:7;informational:31;navigational:32;commercial:11;transactional:19
Liquidae no Brasil,br,34,51,5,224,30;95;100;88;90;89;75;43;44;46;45;34,task:3;informational:52;navigational:25;commercial:8;transactional:12
Máquinas de lavar Bemol,br,34,54,11,209,17;90;100;58;58;33;35;63;42;24;25;25,task:1;informational:47;navigational:24;commercial:11;transactional:17
Britânia Lava-Louças,br,34,74,2,202,12;16;18;17;33;21;17;27;24;100;83;18,task:3;informational:40;navigational:35;commercial:15;transactional:7
Whirlpool GS3 B2B,br,34,31,3,133,24;29;34;34;34;45;36;30;28;100;70;86,task:3;informational:18;navigational:63;commercial:4;transactional:12
Conserto de Eletrodomésticos em Caxias do Sul,br,34,34,9,122,42;94;100;91;91;50;49;59;62;69;66;58,task:10;informational:12;commercial:50;transactional:28
Conserto de Geladeiras Gravataí,br,34,32,6,69,52;66;73;53;50;58;56;100;65;52;56;69,task:3;informational:12;navigational:23;commercial:47;transactional:15
Micro-ondas e Fornos de Micro-ondas,br,33,89,99,378717,18;21;22;100;45;45;45;46;46;46;46;46,task:8;informational:45;navigational:8;commercial:28;transactional:11
Temperatura da Geladeira,br,33,50,11,21710,94;97;100;99;92;92;92;94;94;94;94;94,task:5;informational:79;navigational:5;commercial:5;transactional:6
Fogão com grill e churrasqueira,br,33,51,9,7853,24;32;33;52;97;98;99;100;100;100;100;100,task:2;informational:62;navigational:4;commercial:21;transactional:11
Cooktops Itatiaia,br,33,40,4,7689,94;100;48;51;54;55;56;61;62;62;62;62,task:2;informational:35;navigational:22;commercial:31;transactional:10
Frigobar Electrolux e Similares,br,33,47,7,6062,88;96;99;99;98;99;99;100;50;50;49;49,task:8;informational:39;navigational:2;commercial:22;transactional:29
Geladeiras e Freezers usados no Brasil,br,33,49,12,5463,56;72;76;88;90;91;91;100;100;99;99;98,task:2;informational:44;navigational:14;commercial:20;transactional:20
Fogões de vidro,br,33,56,10,4988,66;81;86;96;97;100;100;87;91;91;90;90,task:8;informational:55;navigational:5;commercial:22;transactional:10
Micro-ondas 23 litros Electrolux,br,33,53,4,4915,83;98;100;65;78;79;80;67;68;69;70;77,task:3;informational:51;navigational:4;commercial:31;transactional:11
Geladeiras com liga/desliga intermitente,br,33,70,5,4820,78;81;83;100;92;92;93;95;89;89;88;88,task:2;informational:82;navigational:2;commercial:8;transactional:6
Micro-ondas 27 litros (Electrolux e similares),br,33,69,4,4122,90;100;52;59;60;61;61;60;58;58;58;57,task:2;informational:60;navigational:5;commercial:17;transactional:16
Geladeiras Electrolux 431 L,br,33,52,5,3922,89;98;100;100;53;54;54;44;44;45;44;44,task:2;informational:45;navigational:9;commercial:28;transactional:16
Fogões brancos 4 bocas,br,33,48,15,3805,79;96;100;96;85;89;90;96;94;94;93;93,task:2;informational:40;navigational:2;commercial:47;transactional:9
Dishwashers and How to Choose Them,br,33,48,5,3589,37;45;45;45;35;35;36;100;96;88;94;97,task:3;informational:45;navigational:1;commercial:37;transactional:14
Lavadoras que não giram: diagnóstico e soluções,br,33,76,4,3222,77;91;91;100;97;97;97;84;91;91;94;97,task:12;informational:67;navigational:8;commercial:5;transactional:8
Peças e acessórios para Geladeiras Consul/Brastemp,br,33,57,7,3096,39;53;54;71;97;100;100;76;77;76;75;74,task:8;informational:35;navigational:6;commercial:29;transactional:22
Fogões e eletrodomésticos no Mercado Livre,br,33,42,8,2951,85;99;100;51;50;53;54;55;47;47;47;46,task:2;informational:10;navigational:37;commercial:32;transactional:19
Geladeira não liga: problemas comuns,br,33,79,3,2178,20;25;26;60;85;86;87;84;98;99;100;100,task:5;informational:74;navigational:3;commercial:10;transactional:8
Adegas climatizadas para vinhos,br,33,45,14,2114,63;74;75;53;73;73;74;70;75;75;96;100,task:2;informational:37;navigational:3;commercial:51;transactional:7
Micro-ondas sem prato e flat,br,33,76,4,1919,38;45;46;31;28;29;30;100;50;50;50;50,task:2;informational:62;navigational:4;commercial:25;transactional:7
Fogões 4 Bocas Consul Casas Bahia,br,33,72,3,1892,5;11;12;8;18;12;26;100;44;42;52;91,task:7;informational:16;navigational:39;commercial:7;transactional:31
Fogões brancos de 5 bocas,br,33,57,5,1826,71;96;97;86;80;86;87;100;96;87;87;86,task:3;informational:38;navigational:4;commercial:34;transactional:21
Micro-ondas Samsung,br,33,86,2,1808,44;67;68;41;43;33;34;100;43;51;55;61,task:2;informational:68;navigational:10;commercial:15;transactional:5
Acessórios para Fogões 4 Bocas,br,33,54,11,1599,36;47;50;44;56;59;53;100;93;88;86;99,task:2;informational:30;navigational:2;commercial:46;transactional:20
Termostatos e controle de temperatura,br,33,35,5,1587,17;20;21;86;81;82;79;82;84;100;97;100,task:2;informational:56;navigational:4;commercial:20;transactional:18
Geladeiras Vermelhas,br,33,59,13,1159,22;29;29;26;34;40;44;61;42;100;80;76,task:10;informational:40;navigational:7;commercial:32;transactional:11
