fonte_arquivo,marca_seed,keyword,idioma,familia,categoria,volume_medio_12m,volume_corrente_est,kd,cpc_usd,densidade_competitiva,intent,tem_ai_overview,serp_features,click_potential,trend,n_fontes,fontes
2026-08-17_semrush_keywords_brastemp.csv,brastemp,saca cesto da brastemp,pt,nao classificado,sem categoria,590,681.4,7.0,0.04,1.0,"Informational, Transactional",0,"Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video",20.0,"[0.72, 0.48, 0.39, 0.48, 0.48, 0.48, 0.48, 0.48, 0.48, 0.48, 0.59, 0.59]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,saca mecanismo brastemp,pt,nao classificado,sem categoria,590,489.5,16.0,0.04,1.0,"Informational, Transactional",0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.67, 0.67, 0.81, 0.54, 0.81, 0.54, 0.67, 0.67, 0.54, 0.54, 0.81, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,salva tanque brastemp,pt,nao classificado,sem categoria,590,494.0,23.0,0.04,1.0,"Informational, Transactional",0,"People Also Ask, Related Searches, Image Pack, Site Links, Video, Video Carousel",20.0,"[0.81, 0.81, 0.81, 0.81, 0.66, 0.81, 0.81, 1.0, 0.81, 0.66, 0.81, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,secadora ative brastemp,pt,nao classificado,lavanderia,590,702.1,24.0,0.18,1.0,"Informational, Transactional",1,"AI Overview, Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.2, 0.34, 0.16, 0.13, 0.16, 0.13, 0.16, 0.2, 0.3, 0.2, 0.2, 0.24]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,suporte cesto brastemp,pt,nao classificado,sem categoria,590,534.7,21.0,0.04,1.0,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.54, 0.81, 0.81, 0.67, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,suporte do cesto brastemp,pt,nao classificado,sem categoria,590,656.2,16.0,0.04,1.0,"Informational, Transactional",0,"Site Links, Video, Image, Popular Products, Related Searches, Image Pack",20.0,"[0.67, 0.67, 0.81, 0.81, 0.67, 0.67, 0.67, 0.67, 0.67, 0.81, 0.81, 0.81]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,tampa da maquina de lavar brastemp,pt,nao classificado,lavanderia,590,402.3,23.0,0.06,1.0,"Informational, Transactional",1,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links",20.0,"[0.55, 0.67, 0.45, 0.55, 0.45, 0.36, 0.45, 0.45, 0.45, 0.3, 0.3, 0.3]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,tampa da máquina de lavar brastemp,pt,nao classificado,lavanderia,590,533.5,20.0,0.04,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, Popular Products",20.0,"[0.72, 0.48, 0.48, 0.59, 0.48, 0.59, 0.59, 0.59, 0.59, 0.39, 0.39, 0.48]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,tampa maquina de lavar brastemp,pt,nao classificado,lavanderia,590,448.7,21.0,0.06,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.55, 0.55, 0.45, 0.67, 0.55, 0.45, 0.45, 0.45, 0.45, 0.3, 0.45, 0.36]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,tampa para maquina de lavar brastemp,pt,nao classificado,lavanderia,590,389.7,21.0,0.06,1.0,Transactional,0,"Site Links, Video, Popular Products, Related Searches",20.0,"[0.55, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.3, 0.3, 0.3]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,telefone assistencia tecnica brastemp,pt,assistencia e reparo,sem categoria,590,613.9,27.0,0.27,0.46,Transactional,0,"People Also Ask, Related Searches",90.0,"[0.45, 0.36, 0.55, 0.3, 0.36, 0.45, 0.55, 0.36, 0.36, 0.45, 0.55, 0.45]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,termostato da geladeira brastemp,pt,nao classificado,geladeira,590,569.1,22.0,0.04,1.0,Commercial,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.72, 0.48, 0.59, 0.88, 0.72, 0.59, 0.48, 0.59, 0.72, 0.39, 0.59, 0.59]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,top brastemp,pt,nao classificado,sem categoria,590,211.8,27.0,0.24,0.43,Commercial,0,"Reviews, Video, Popular Products, Image Pack, Site Links",20.0,"[0.3, 0.13, 0.2, 0.3, 0.2, 0.41, 0.24, 0.2, 0.13, 0.08, 0.08, 0.07]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,top mais brastemp,pt,nao classificado,sem categoria,590,164.3,29.0,0.0,0.02,Commercial,0,"Image Pack, Site Links, Reviews, Video, People Also Ask, Related Searches",20.0,"[0.55, 0.45, 0.55, 0.45, 0.36, 0.76, 0.36, 0.24, 0.2, 0.16, 0.13, 0.1]",1,brastemp
2026-08-17_semrush_keywords_consul.csv,consul,alternatives to consul,pt,nao classificado,sem categoria,590,590.0,17.0,0.0,0.0,Informational,1,"Site Links, Video, AI Overview",20.0,,1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 10000 btus janela,pt,especificacao produto,ar condicionado,590,347.1,25.0,0.21,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.08, 0.07, 0.07, 0.1, 0.13, 0.16, 0.16, 0.36, 0.52, 0.16, 0.13, 0.1]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 12000 inverter,pt,especificacao produto,ar condicionado,590,264.2,19.0,0.08,1.0,Informational,1,"Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.07, 0.05, 0.07, 0.07, 0.1, 0.08, 0.16, 0.29, 0.22, 0.1, 0.08, 0.05]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 18000 btus,pt,especificacao produto,ar condicionado,590,298.7,24.0,0.07,1.0,Commercial,0,"Popular Products, Related Searches, Site Links, Video, People Also Ask",20.0,"[0.16, 0.13, 0.16, 0.16, 0.16, 0.2, 0.2, 0.41, 0.36, 0.2, 0.13, 0.1]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 7500 btus,pt,especificacao produto,ar condicionado,590,496.8,22.0,0.12,1.0,Commercial,0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.13, 0.13, 0.13, 0.08, 0.3, 0.2, 0.24, 0.54, 0.36, 0.3, 0.24, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 7500 classe a antigo,pt,nao classificado,ar condicionado,590,406.0,24.0,0.04,1.0,Informational,1,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.16, 0.13, 0.16, 0.16, 0.2, 0.2, 0.16, 0.45, 0.55, 0.3, 0.16, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul 7500 janela,pt,nao classificado,ar condicionado,590,347.5,22.0,0.18,1.0,"Informational, Commercial",1,"AI Overview, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.05, 0.07, 0.07, 0.1, 0.1, 0.1, 0.13, 0.36, 0.36, 0.13, 0.08, 0.08]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul antigo,pt,nao classificado,ar condicionado,590,396.6,20.0,0.1,0.92,"Informational, Commercial",1,"AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches",20.0,"[0.25, 0.25, 0.2, 0.16, 0.25, 0.25, 0.25, 0.68, 0.52, 0.31, 0.25, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul controle remoto,pt,nao classificado,ar condicionado,590,594.1,22.0,0.06,1.0,"Informational, Commercial",1,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel",20.0,"[0.2, 0.24, 0.16, 0.13, 0.16, 0.36, 0.24, 0.41, 0.36, 0.2, 0.16, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul inverter 12000,pt,especificacao produto,ar condicionado,590,315.7,23.0,0.08,1.0,Commercial,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links",20.0,"[0.08, 0.05, 0.08, 0.08, 0.16, 0.13, 0.16, 0.36, 0.2, 0.1, 0.1, 0.07]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado consul janela 10000 btus,pt,especificacao produto,ar condicionado,590,555.3,23.0,0.21,1.0,"Informational, Transactional",0,"Related Searches, Site Links, Popular Products",20.0,"[0.11, 0.07, 0.08, 0.13, 0.13, 0.16, 0.13, 0.55, 0.55, 0.24, 0.2, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado de janela consul 7500 btus,pt,especificacao produto,ar condicionado,590,331.2,22.0,0.09,1.0,Transactional,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.07, 0.05, 0.05, 0.08, 0.13, 0.16, 0.16, 0.34, 0.3, 0.13, 0.16, 0.08]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado de janela da consul,pt,nao classificado,ar condicionado,590,985.8,23.0,0.16,1.0,Informational,0,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.08, 0.0, 0.05, 0.13, 0.0, 0.0, 0.29, 0.36, 0.43, 0.01, 0.01, 0.22]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado inverter consul 12000,pt,especificacao produto,ar condicionado,590,341.6,23.0,0.08,1.0,Commercial,1,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel",20.0,"[0.11, 0.11, 0.11, 0.13, 0.2, 0.16, 0.24, 0.44, 0.34, 0.2, 0.13, 0.11]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado janela 7500 consul,pt,nao classificado,ar condicionado,590,442.5,22.0,0.18,1.0,Informational,0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.08, 0.05, 0.05, 0.1, 0.13, 0.13, 0.16, 0.44, 0.52, 0.16, 0.13, 0.13]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado janela consul 10000 btus,pt,especificacao produto,ar condicionado,590,418.0,20.0,0.21,1.0,Informational,1,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links",20.0,"[0.13, 0.08, 0.1, 0.16, 0.16, 0.24, 0.24, 0.54, 0.54, 0.2, 0.16, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ar condicionado janela consul 7500,pt,nao classificado,ar condicionado,590,502.1,22.0,0.18,1.0,Informational,0,"Related Searches, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products",20.0,"[0.05, 0.04, 0.04, 0.07, 0.08, 0.08, 0.13, 0.29, 0.35, 0.1, 0.08, 0.1]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,assistência técnica autorizada consul,pt,assistencia e reparo,sem categoria,590,290.2,18.0,0.2,0.63,Navigational,0,"Local Pack, Site Links, People Also Ask, Related Searches",20.0,"[0.31, 0.25, 0.2, 0.2, 0.37, 0.31, 0.37, 0.31, 1.0, 0.84, 0.52, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,autorizado consul,pt,nao classificado,sem categoria,590,590.0,28.0,0.27,0.53,Navigational,0,"Local Pack, Site Links, Reviews, Adwords Top, Adwords Bottom, Related Searches",20.0,"[0.1, 0.13, 0.05, 0.13, 0.05, 0.2, 0.0, 0.1, 0.27, 0.27, 0.13, 0.13]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,casas bahia geladeiras consul,pt,nao classificado,geladeira,590,0.0,32.0,0.14,1.0,"Navigational, Transactional",0,"Image Pack, Site Links, Popular Products, Related Searches",20.0,"[0.0, 0.0, 0.36, 0.0, 0.0, 0.0, 1.0, 0.0, 0.66, 0.0, 0.0, 0.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cervejeiro consul 82 litros,pt,especificacao produto,sem categoria,590,0.0,22.0,0.18,1.0,Commercial,1,"Adwords Middle, AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.54, 0.0, 0.0, 0.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,climatizador bem estar consul,pt,nao classificado,ar condicionado,590,437.0,21.0,0.07,1.0,Informational,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.07, 0.13, 0.07, 0.07, 0.16, 0.13, 0.1, 0.36, 0.22, 0.08, 0.13, 0.1]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cnpj da consul,pt,nao classificado,sem categoria,590,592.5,23.0,0.86,0.01,Informational,1,"Reviews, Video, People Also Ask, Related Searches, AI Overview, Site Links",20.0,"[0.72, 0.59, 0.39, 0.72, 0.48, 0.59, 0.59, 0.59, 0.59, 0.48, 0.72, 0.59]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,como limpar dreno geladeira consul frost free,pt,manual e uso,geladeira,590,488.3,30.0,0.58,0.02,Informational,1,"Related Searches, AI Overview, Video, People Also Ask",90.0,"[0.54, 0.54, 0.54, 0.67, 0.54, 0.67, 0.81, 1.0, 1.0, 0.54, 0.44, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,como limpar maquina de lavar consul,pt,manual e uso,lavanderia,590,1042.7,28.0,0.03,0.31,Informational,1,"Video, Related Searches, Short Videos, AI Overview",90.0,"[0.45, 0.45, 0.55, 0.55, 0.55, 0.45, 0.45, 0.45, 0.55, 0.67, 0.67, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul 386 litros,pt,especificacao produto,sem categoria,590,158.8,22.0,0.19,1.0,"Informational, Transactional",0,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.46, 0.37, 0.37, 0.46, 0.31, 0.25, 0.31, 0.2, 0.16, 0.08, 0.08, 0.07]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul 410 litros,pt,especificacao produto,sem categoria,590,283.8,23.0,0.21,1.0,Informational,0,"Site Links, Video, People Also Ask, Related Searches",20.0,"[0.45, 0.36, 0.45, 0.45, 0.45, 0.45, 0.67, 0.55, 0.36, 0.3, 0.3, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul 451 litros,pt,especificacao produto,sem categoria,590,135.5,29.0,0.22,1.0,Informational,1,"People Also Ask, Related Searches, AI Overview, Knowledge Panel, Site Links, Video Carousel",20.0,"[0.34, 0.2, 0.24, 0.24, 0.3, 0.2, 0.2, 0.13, 0.11, 0.05, 0.04, 0.04]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul ar condicionado controle remoto,pt,nao classificado,ar condicionado,590,658.6,22.0,0.06,1.0,"Informational, Commercial",1,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links",20.0,"[0.16, 0.16, 0.13, 0.11, 0.13, 0.13, 0.2, 0.34, 0.3, 0.16, 0.13, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul cpb33,pt,marca e navegacao,sem categoria,590,613.6,34.0,0.18,1.0,Transactional,0,"Related Searches, Knowledge Panel, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask",20.0,"[0.16, 0.13, 0.1, 0.13, 0.1, 0.1, 0.13, 0.13, 0.16, 0.1, 0.13, 0.13]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul cpb33af,pt,marca e navegacao,sem categoria,590,404.6,28.0,0.18,1.0,Informational,0,"Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links, Reviews",20.0,"[0.37, 0.37, 0.31, 0.31, 0.31, 0.25, 0.46, 0.2, 0.31, 0.16, 0.25, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul cpb34,pt,marca e navegacao,sem categoria,590,1471.9,29.0,0.17,1.0,Informational,0,"Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.31, 0.2, 0.2, 0.2, 0.2, 0.2, 0.37, 0.31, 0.52, 0.46, 0.84, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul facilite 10kg,pt,especificacao produto,sem categoria,590,574.1,25.0,0.11,0.99,Informational,0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.67, 0.55, 0.45, 0.45, 0.36, 0.55, 0.45, 0.36, 0.45, 0.36, 0.45, 0.45]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul facilite 11kg,pt,especificacao produto,sem categoria,590,487.3,25.0,0.13,1.0,Informational,0,"Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.45, 0.45, 0.55, 0.45, 0.45, 0.45, 0.36, 0.45, 0.45, 0.36, 0.45, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul facilite geladeira,pt,marca e navegacao,geladeira,590,738.8,17.0,0.08,1.0,"Informational, Commercial",1,"Related Searches, Image Pack, Video, Adwords Bottom, Video Carousel, Popular Products, AI Overview, Site Links, People Also Ask",20.0,"[0.2, 0.3, 0.16, 0.41, 0.2, 0.2, 0.2, 0.41, 0.41, 0.3, 0.3, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul frost free bem estar,pt,especificacao produto,geladeira,590,579.3,17.0,0.1,1.0,Informational,0,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Image Pack",20.0,"[0.36, 0.67, 0.3, 0.3, 0.2, 0.24, 0.55, 0.76, 0.67, 0.45, 0.55, 0.45]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul gela facil,pt,marca e navegacao,sem categoria,590,722.4,21.0,0.17,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel",20.0,"[0.24, 0.2, 0.24, 0.24, 0.24, 0.24, 0.2, 0.24, 0.3, 0.2, 0.3, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul geladeiras,pt,marca e navegacao,geladeira,590,148.5,35.0,0.21,1.0,Commercial,0,"Reviews, Video, Adwords Top, People Also Ask, Popular Products, Related Searches, Adwords Middle, Site Links",20.0,"[0.01, 0.24, 0.03, 0.24, 0.03, 0.03, 0.03, 0.04, 0.04, 0.05, 0.66, 0.03]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul inverter janela,pt,especificacao produto,sem categoria,590,554.2,18.0,0.13,1.0,"Informational, Transactional",0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links",20.0,"[0.11, 0.07, 0.11, 0.13, 0.2, 0.2, 0.25, 0.84, 1.0, 0.37, 0.37, 0.31]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul lavadora de roupas,pt,marca e navegacao,lavanderia,590,671.4,25.0,0.21,1.0,Transactional,1,"Site Links, Video, People Also Ask, Popular Products, Short Videos, Reviews, Video Carousel, Related Searches, AI Overview",20.0,"[0.76, 0.36, 0.3, 0.36, 0.45, 0.45, 0.55, 0.36, 0.45, 0.45, 0.76, 0.55]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul maquina de lavar 12kg,pt,especificacao produto,lavanderia,590,616.1,17.0,0.28,1.0,Commercial,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links",20.0,"[0.81, 0.44, 0.67, 0.67, 0.54, 0.67, 0.81, 0.67, 0.67, 0.54, 0.54, 0.67]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul microondas,pt,marca e navegacao,coccao,590,572.1,31.0,0.1,1.0,Transactional,0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.1, 0.1, 0.07, 0.08, 0.08, 0.08, 0.1, 0.08, 0.08, 0.07, 0.07, 0.08]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul purificador,pt,marca e navegacao,purificador,590,520.6,28.0,0.19,1.0,"Navigational, Transactional",0,"People Also Ask, Popular Products, Image Pack, Site Links, Reviews, Video, Video Carousel",20.0,"[0.05, 0.04, 0.05, 0.07, 0.05, 0.07, 0.08, 0.05, 0.08, 0.04, 0.05, 0.05]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul refil,pt,peca e consumivel,sem categoria,590,536.9,24.0,0.19,1.0,Transactional,0,"Image Pack, Site Links, Adwords Top, Adwords Bottom, People Also Ask, Popular Products, Related Searches",20.0,"[0.59, 0.72, 0.72, 0.59, 0.88, 0.59, 0.72, 0.59, 0.72, 0.59, 0.48, 0.59]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul site oficial,pt,marca e navegacao,sem categoria,590,771.3,38.0,1.05,1.0,Navigational,0,"Related Searches, Site Links, People Also Ask",20.0,"[0.3, 0.24, 0.36, 0.45, 0.36, 0.45, 0.76, 0.55, 0.67, 0.67, 0.67, 0.67]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consula cpf,pt,marca e navegacao,sem categoria,590,585.1,81.0,0.2,0.02,Informational,0,"Reviews, People Also Ask, Related Searches",75.0,"[0.24, 0.2, 0.16, 0.34, 0.2, 0.16, 0.08, 0.24, 0.13, 0.03, 0.44, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,controle de ar condicionado consul,pt,nao classificado,ar condicionado,590,470.0,23.0,0.05,1.0,Informational,1,"Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products",20.0,"[0.16, 0.13, 0.13, 0.13, 0.16, 0.2, 0.2, 0.44, 0.34, 0.2, 0.16, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,controle remoto para ar condicionado consul,pt,nao classificado,ar condicionado,590,376.3,26.0,0.06,1.0,"Informational, Transactional",1,"Image Pack, Site Links, Reviews, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.2, 0.2, 0.2, 0.16, 0.16, 0.2, 0.24, 0.79, 0.3, 0.24, 0.16, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cupom desconto consul,pt,aquisicao e comparacao,sem categoria,590,421.6,18.0,0.71,1.0,Transactional,1,"AI Overview, Site Links, Reviews, Video, Related Searches",20.0,"[0.3, 0.3, 0.45, 0.45, 0.36, 0.24, 0.55, 0.24, 0.3, 0.3, 0.3, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro para consul bem estar,pt,peca e consumivel,sem categoria,590,620.1,22.0,0.1,1.0,Informational,1,"Site Links, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.45, 0.3, 0.24, 0.24, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogao 6 bocas consul,pt,nao classificado,coccao,590,437.0,19.0,0.15,1.0,Commercial,0,"Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Video",20.0,"[0.08, 0.07, 0.08, 0.1, 0.1, 0.29, 0.13, 0.13, 0.08, 0.1, 0.36, 0.1]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão 5 bocas consul branco,pt,nao classificado,coccao,590,482.7,24.0,0.16,1.0,"Informational, Commercial",0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.55, 0.36, 0.36, 0.3, 0.3, 0.36, 0.55, 0.36, 0.36, 0.3, 0.3, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul 5 bocas branco,pt,nao classificado,coccao,590,588.6,23.0,0.14,1.0,Commercial,0,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.45, 0.45, 0.36, 0.36, 0.3, 0.24, 0.55, 0.3, 0.36, 0.3, 0.3, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul 5 bocas cooktop,pt,nao classificado,coccao,590,685.2,21.0,0.09,1.0,Informational,1,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.36, 0.24, 0.2, 0.2, 0.36, 0.16, 0.24, 0.36, 0.24, 0.2, 0.24, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul cooktop 5 bocas,pt,nao classificado,coccao,590,534.3,20.0,0.09,1.0,"Informational, Transactional",0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links",20.0,"[0.3, 0.3, 0.36, 0.3, 0.24, 0.3, 0.3, 0.2, 0.24, 0.16, 0.24, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul mesa de vidro,pt,nao classificado,coccao,590,191.4,17.0,0.18,1.0,Informational,0,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack",20.0,"[0.16, 0.1, 0.13, 0.52, 0.08, 0.1, 0.16, 0.13, 0.16, 0.16, 0.1, 0.05]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão cooktop consul,pt,nao classificado,coccao,590,482.7,23.0,0.1,1.0,Transactional,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.55, 0.45, 0.55, 0.55, 0.45, 0.45, 0.45, 0.36, 0.45, 0.36, 0.3, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,forno consul embutir,pt,nao classificado,coccao,590,424.0,18.0,0.23,1.0,"Informational, Transactional",0,"Video Carousel, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.45, 0.55, 0.45, 0.55, 0.45, 0.45, 0.55, 0.24, 0.36, 0.3, 0.36, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,forno de embutir a gás consul,pt,nao classificado,coccao,590,502.8,19.0,0.16,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.68, 0.31, 0.31, 0.25, 0.31, 0.2, 0.31, 0.25, 0.25, 0.2, 0.2, 0.25]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,forno de embutir eletrico consul,pt,nao classificado,coccao,590,100.2,22.0,0.2,1.0,Transactional,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[1.0, 1.0, 0.76, 0.16, 0.06, 1.0, 0.13, 0.67, 0.67, 0.06, 0.06, 0.08]",1,consul
